Year,Duration,Title,Genre,Director,Sales,Type
1981,88,Going Ape,Comedy,"Kronsberg, Jeremy Joe",238539198,Film
1967,127,Cool Hand Luke,Drama,"Rosenberg, Stuart",436949634,Film
1988,89,Phantom of the Ritz,Horror,"Plone, Allen",759056935,Film
1990,85,Crash & Burn,Science Fiction,"Band, Charles",355237933,Film
1991,114,After Dark My Sweet,Mystery,"Foley, James",358994850,Film
1992,121,Christopher Columbus: The Discovery,Adventure,"Glen, John",347512318,Film
1986,109,Young Sherlock Holmes,Mystery,"Levinson, Barry",726229501,Film
1991,104,Doc Hollywood,Comedy,"Caton-Jones, Michael",315156409,Film
1988,96,Baja Oklahoma,Comedy,"Roth, Bobby",354825435,Film
1986,137,Aliens,Science Fiction,"Cameron, James",794881442,Film
1992,115,Alien Three,Science Fiction,"Fincher, David",400063852,Film
1997,109,Alien: resurrection,Science Fiction,"Jeunet, Jean-Pierre",349546142,Film
1979,117,Alien,Science Fiction,"Scott, Ridley",466625730,Film
1985,97,One Woman or Two,Comedy,"Vigne, Daniel",252276927,Film
1984,96,Soggy Bottom U. S. A.,Comedy,"Flicker, Theodore J.",448191819,Film
1973,96,Bang the Drum Slowly,Drama,"Hancock, John D.",327281779,Film
1974,82,"Catamount Killing, The",Action,"Zanussi, Krzystoff",316791257,Film
1972,92,Fuzz,Action,"Colla, Richard A.",306776732,Film
1966,101,"Shoot Loud, Louder, I Don't Understand!",Mystery,"De Filippo, Eduardo",216639112,Film
1967,107,Bedazzled,Comedy,"Donen, Stanley",475186706,Film
1977,120,"Prince & the Pauper, The",Action,"Fleischer, Richard",235956898,Film
1969,110,One Hundred Rifles,Western,"Gries, Tom",288383523,Film
1975,90,"Wild Party, The",Drama,"Ivory, James",589580482,Film
1968,106,Bandolero!,Western,"McLaglen, Andrew V.",253625427,Film
1973,119,"Last of Sheila, The",Mystery,"Ross, Herbert",566652812,Film
1972,87,Hannie Caulder,Drama,,167780960,Film
1990,,Sounds of the Seventies...& the Beat Goes,Music,,369330363,Film
1988,161,Bird,Drama,"Eastwood, Clint",528583774,Film
1955,60,Meet Millie,Drama,,616502912,Film
1987,88,Hell Comes to Frogtown,Science Fiction,"Jackson, Donald G",330444045,Film
1966,126,"Fortune Cookie, The",Comedy,"Wilder, Billy",569651467,Film
1990,92,"Sun Shines Bright, The",Action,"Ford, John",791217826,Film
1987,106,"Squeeze, The",Action,"Apted, Michael",390493908,Film
1970,91,Start the Revolution Without Me,Comedy,"Yorkin, Bud",311605581,Film
1989,107,Major League,Comedy,"Ward, David S.",665692281,Film
1990,108,"Bright Lights, Big City",Drama,"Bridges, James",351692268,Film
1987,97,"Lost Boys, The",Horror,"Schumacher, Joel",401847482,Film
1989,93,Cookie,Comedy,"Seidelman, Susan",352114312,Film
1974,114,"Conversation, The",Drama,"Coppola, Francis Ford",317375031,Film
1973,112,American Graffiti,Comedy,"Lucas, George",307127625,Film
1953,96,Dangerous When Wet,Music,"Walters, Charles",234801895,Film
1980,111,Stir Crazy,Comedy,"Poitier, Sidney",493214993,Film
1989,91,Young Einstein,Comedy,"Serious, Yahoo",325186032,Film
1956,83,"Killing, The",Drama,"Kubrick, Stanley",266892996,Film
1973,102,"Cahill, United States Marshal",Western,"McLaglen, Andrew V.",426074373,Film
1989,90,"Savage Intruder, The",Horror,"Wolfe, Donald",363258859,Film
1992,139,"Sheltering Sky, The",Drama,"Bertolucci, Bernardo",415484914,Film
1982,125,An Officer & a Gentleman,Drama,"Hackford, Taylor",271457301,Film
1987,101,Black Widow,Mystery,"Rafelson, Bob",185991646,Film
1986,116,Legal Eagles,Comedy,"Reitman, Ivan",877244782,Film
1970,90,Bloody Mama,Action,"Corman, Roger",201634991,Film
1965,106,A Patch of Blue,Drama,"Green, Guy",431971116,Film
1955,109,I Died a Thousand Times,Drama,"Heisler, Stuart",374583879,Film
1977,90,Tentacles,Horror,"Hellman, Oliver",524389083,Film
1968,100,"Scalphunters, The",Western,"Pollack, Sydney",774034007,Film
1992,96,A Day in October,Drama,"Madsen, Kenneth",297372261,Film
1964,102,A Fistful of Dollars,Western,"Leone, Sergio",229930771,Film
1985,94,My Science Project,Comedy,"Betnel, Jonathan",654855901,Film
1991,160,"Great Race, The",Comedy,"Edwards, Blake",255614941,Film
1956,119,"Searchers, The",Western,"Ford, John",384919389,Film
1979,105,Meteor,Action,"Neame, Ronald",430051293,Film
1955,111,Rebel Without a Cause,Drama,"Ray, Nicholas",343471816,Film
1961,153,West Side Story,Music,"Wise, Robert",270248367,Film
1970,110,Trash,Comedy,"Morrissey, Paul",191466556,Film
1966,95,A Big Hand for the Little Lady,Comedy,"Cook, Fielder",296339528,Film
1966,104,A Fine Madness,Comedy,"Kershner, Irvin",278019771,Film
1987,134,"Glass Menagerie, The",Drama,"Newman, Paul",329803958,Film
1989,117,Harry & Son,Drama,"Newman, Paul",291420351,Film
1968,102,"Rachel, Rachel",Drama,"Newman, Paul",543934105,Film
1961,98,Paris Blues,Drama,"Ritt, Martin",415933406,Film
1960,135,"Fugitive Kind, The",Drama,,396592829,Film
1993,,Mr. & Mrs. Bridge,Drama,,474009154,Film
1991,144,State of Grace,Drama,"Joanou, Phil",360366870,Film
1943,108,Shadow of a Doubt,Drama,"Hitchcock, Alfred",339795890,Film
1950,85,"Men, The",Drama,"Zinnemann, Fred",333535934,Film
1950,110,Stage Fright,Mystery,"Hitchcock, Alfred",298572799,Film
1947,103,Magic Town,Drama,"Wellman, William",375658750,Film
1975,93,That Lucky Touch,Action,"Miles, Christopher",273552592,Film
1949,90,Lust for Gold,Drama,"Simon, S. Sylvan",346864886,Film
1987,103,Heat,Mystery,"Jameson, Jerry",275650703,Film
1993,75,Employee's Entrance,Drama,,383930656,Film
1947,87,Night Is My Future,Drama,"Bergman, Ingmar",418765519,Film
1990,92,"Witches, The",Science Fiction,"Roeg, Nicolas",309460292,Film
1953,94,Vera Cruz,Action,"Aldrich, Robert",448906865,Film
1954,91,Apache,Western,"Aldrich, Robert",288885818,Film
1977,146,Twilight's Last Gleaming,Drama,"Aldrich, Robert",269994119,Film
1979,119,"Frisco Kid, The",Comedy,"Aldrich, Robert",433371112,Film
1954,30,Bank on the Stars,Drama,"Allen, Craig",242786137,Film
1987,100,Law of Desire,Drama,"Almod�var, Pedro",302469017,Film
1966,103,"Quiller Memorandum, The",Mystery,"Anderson, Michael",270665134,Film
1962,183,"Longest Day, The",War,"Annakin, Ken",251171807,Film
1986,128,"Name of the Rose, The",Drama,"Annaud, Jean-Jacques",554987477,Film
1988,92,Bloodsport,Action,"Arnold, Newt",319715683,Film
1986,85,Torment,Horror,"Aslanian, Samson",442299309,Film
1988,138,Pelle the Conqueror,Drama,"August, Bille",219922417,Film
1981,118,Taps,Drama,"Becker, Harold",314178011,Film
1991,102,"Freshman, The",Comedy,"Bergman, Andrew",310650585,Film
1987,164,"Last Emperor, The",Drama,"Bertolucci, Bernardo",321885765,Film
1962,100,"Grim Reaper, The",Drama,"Bertolucci, Bernardo",358375603,Film
1983,90,Le Dernier Combat,Drama,"Besson, Luc",163362095,Film
1989,91,Too Beautiful for You,Drama,"Blier, Bertrand",269958228,Film
1991,105,"Fire, Ice & Dynamite",Action,"Bogner, Willy",227853986,Film
1963,113,Heavens Above,Comedy,"Boulting, John",490719763,Film
1961,141,One Eyed Jacks,Western,"Brando, Marlon",352616690,Film
1937,61,"Swing It, Sailor!",Comedy,"Cannon, Raymond",183348429,Film
1987,94,"Wolf at the Door, The",Drama,"Carlsen, Henning",378882411,Film
1936,87,Modern Times,Comedy,"Chaplin, Charles",273144151,Film
1991,114,Thunderbolt & Lightfoot,Action,"Cimino, Michael",190539357,Film
1931,87,A Nous la Liberte,Drama,"Clair, Rene",530438278,Film
1979,95,Scum,Action,"Clarke, Alan",287553595,Film
1984,90,"Inside Man, The",Action,"Clegg, Tom",226837760,Film
1979,153,Apocalypse Now,Drama,"Coppola, Francis Ford",353642274,Film
1990,94,"Bellboy & the Playgirls, The",Drama,"Coppola, Francis Ford",353133898,Film
1963,81,"Terror, The",Horror,"Corman, Roger",321731527,Film
1963,86,"Raven, The",Horror,"Corman, Roger",207305509,Film
1975,87,They Came from Within,Horror,"Cronenberg, David",611257819,Film
1986,97,"Boy in Blue, The",Drama,"Dale, Cynthia",294456605,Film
1991,87,Killer Tomatoes Strike Back,Comedy,"De Bello, John",433514834,Film
1979,87,Attack of the Killer Tomatoes,Comedy,"De Bello, John",483866518,Film
1987,119,"Untouchables, The",Drama,"De Palma, Brian",521170825,Film
1986,91,Wise Guys,Comedy,"De Palma, Brian",232372681,Film
1989,90,American Autobahn,Drama,"Degas, Andre",255743093,Film
1990,94,"Final Alliance, The",Action,"Di Leo, Mario",563749323,Film
1984,130,"Bounty, The",Drama,"Donaldson, Roger",374565754,Film
1974,89,"Little Prince, The",Music,"Donen, Stanley",277448382,Film
1975,94,Posse,Western,"Douglas, Kirk",419665568,Film
1982,136,Firefox,Action,"Eastwood, Clint",346079773,Film
1987,91,Penitentiary III,Action,"Fanaka, Jamaa",243240178,Film
1993,,Ginger & Fred,Comedy,"Fellini, Federico",378410542,Film
1966,107,"Wrong Box, The",Comedy,"Forbes, Bryan",244721064,Film
1990,86,Wagonmaster,Western,"Ford, John",248639099,Film
1945,135,They Were Expendable,War,"Ford, John",349464664,Film
1991,125,"Last Hurrah, The",Drama,"Ford, John",365971656,Film
1949,59,Law of the Golden West,Western,"Ford, Philip",297718711,Film
1949,60,Pioneer Marshal,Western,"Ford, Philip",258097122,Film
1949,60,Ranger of the Cherokee Strip,Western,"Ford, Philip",300135367,Film
1950,60,Vanishing Westerner,Western,"Ford, Philip",376152455,Film
1948,59,Bandits of Dark Canyon,Western,"Ford, Philip",231605150,Film
1948,60,"Bold Frontiersman, The",Western,"Ford, Philip",427344325,Film
1948,59,"Wild Frontier, The",Western,"Ford, Philip",172855065,Film
1968,73,"Firemen's Ball, The",Comedy,"Forman, Milos",427374317,Film
1983,112,Local Hero,Comedy,"Forsyth, Bill",190538630,Film
1971,104,"French Connection, The",Drama,"Friedkin, William",273339556,Film
1985,114,To Live & Die in L. A.,Action,"Friedkin, William",138545632,Film
1961,113,Ferry to Hong Kong,Drama,"Gilbert, Lewis",201585328,Film
1983,69,"Eddie Murphy, Delirious",Comedy,"Gower, Bruce",225933435,Film
1984,77,"Secret Policeman's Private Parts, The",Comedy,"Graef, Roger",278454417,Film
1958,83,Up the Creek,Comedy,"Guest, Val",325286646,Film
1982,111,Yol,Drama,"Guney, Yilmaz",349822765,Film
1989,150,Sara Dane,Drama,"Hardy, Rod",582893671,Film
1988,84,Night Tide,Drama,"Harrington, Curtis",320290989,Film
1953,92,His Majesty O'Keefe,Action,"Haskin, Byron",240685326,Film
1960,122,North to Alaska,Western,"Hathaway, Henry",286801374,Film
1966,76,Flight to Fury,Action,"Hellman, Monte",309492681,Film
1966,82,Ride in the Whirlwind,Western,"Hellman, Monte",379014294,Film
1970,93,Powderkeg,Western,"Heyes, Douglas",232325503,Film
1953,95,I Confess,Drama,"Hitchcock, Alfred",195745823,Film
1935,88,"Thirty-Nine Steps, The",Science Fiction,"Hitchcock, Alfred",314432837,Film
1969,126,Topaz,Mystery,"Hitchcock, Alfred",201965915,Film
1930,95,Murder,Mystery,"Hitchcock, Alfred",202292902,Film
1954,123,Dial M for Murder,Mystery,"Hitchcock, Alfred",246120986,Film
1937,80,Young & Innocent,Mystery,"Hitchcock, Alfred",154468902,Film
1976,95,Creature from Black Lake,Horror,"Houck, Joy, Jr.",264770996,Film
1981,124,Chariots of Fire,Drama,"Hudson, Hugh",388156011,Film
1982,81,Monty Python Live at the Hollywood Bowl,Comedy,"Hughes, Terry",342463063,Film
1975,129,"Man Who Would Be King, The",Drama,"Huston, John",173965010,Film
1981,117,Victory,Drama,"Huston, John",300451603,Film
1970,146,Kelly's Heroes,War,"Hutton, Brian G.",335062621,Film
1989,109,Next of Kin,Mystery,"Irvin, John",398479497,Film
1990,96,Chattahoochee,Drama,"Jackson, Mick",246984278,Film
1985,82,"Angelic Conversation, The",Comedy,"Jarman, Derek",497409852,Film
1986,107,Down by Law,Comedy,"Jarmusch, Jim",485930816,Film
1984,141,"Killing Fields, The",Drama,"Joffe, Roland",342695435,Film
1992,85,Survival Zone,Action,"Jones, Chris",164729679,Film
1979,94,Monty Python's Life of Brian,Comedy,"Jones, Terry",414828246,Film
1983,107,Monty Python's the Meaning of Life,Comedy,"Jones, Terry",306209289,Film
1971,121,"Red Tent, The",Action,"Kalatozov, Mikhail",291465373,Film
1945,82,Dakota,Western,"Kane, Joseph",245285165,Film
1952,112,Viva Zapata!,Drama,"Kazan, Elia",236412453,Film
1968,133,"Green Berets, The",War,"Kellogg, Ray",358372926,Film
1990,90,Big Bad John,Action,"Kennedy, Burt",301913131,Film
1937,71,"Ticket of Leave Man, The",Mystery,"King, George",319713881,Film
1956,106,"D-Day, The Sixth of June",War,"Koster, Henry",498781117,Film
1974,121,"Apprenticeship of Duddy Kravitz, The",Drama,"Kotcheff, Ted",274703340,Film
1971,138,A Clockwork Orange,Science Fiction,"Kubrick, Stanley",272742922,Film
1991,117,Full Metal Jacket,War,"Kubrick, Stanley",341631208,Film
1943,82,Sanshiro Sugata,Drama,"Kurosawa, Akira",285444603,Film
1991,97,Rhapsody in August,Drama,"Kurosawa, Akira",230685453,Film
1946,110,No Regrets for Our Youth,Drama,"Kurosawa, Akira",297002527,Film
1960,152,"Bad Sleep Well, The",Drama,"Kurosawa, Akira",246233113,Film
1951,166,"Idiot, The",Drama,"Kurosawa, Akira",605425157,Film
1951,83,Rashomon,Drama,"Kurosawa, Akira",269755430,Film
1962,96,Sanjuro,Mystery,"Kurosawa, Akira",356296601,Film
1955,200,Seven Samurai,Drama,"Kurosawa, Akira",249348933,Film
1957,110,Throne of Blood,Drama,"Kurosawa, Akira",273961019,Film
1961,110,Yojimbo,Action,"Kurosawa, Akira",262552893,Film
1980,161,Kagemusha,Drama,"Kurosawa, Akira",229147509,Film
1952,134,Ikiru,Drama,"Kurosawa, Akira",414351546,Film
1987,90,Empire of Spiritual Ninja,Action,"Lambert, Bruce",262511490,Film
1986,90,"Ninja, the Violent Sorcerer",Action,"Lambert, Bruce",213525736,Film
1926,139,Metropolis,Science Fiction,"Lang, Fritz",294805697,Film
1946,106,Cloak & Dagger,Mystery,"Lang, Fritz",212902372,Film
1920,137,Spiders,Drama,"Lang, Fritz",300473716,Film
1954,90,Human Desire,Drama,"Lang, Fritz",340487836,Film
1928,130,Spies,Drama,"Lang, Fritz",335802786,Film
1933,120,"Testament of Dr. Mabuse, The",Drama,"Lang, Fritz",216972543,Film
1991,95,Fury,Drama,"Lang, Fritz",173649931,Film
1990,129,Mo' Better Blues,Drama,"Lee, Spike",180622424,Film
1989,30,Matt Talbot,Drama,"Lennon, Biddy W.",467989645,Film
1989,55,"Will Rogers, Look Back in Laughter",Comedy,"Leo, Malcolm",247275374,Film
1991,130,For a Few Dollars More,Western,"Leone, Sergio",236350661,Film
1944,139,Thirty Seconds over Tokyo,War,"LeRoy, Mervyn",299288605,Film
1982,93,Class of 1984,Drama,"Lester, Mark L.",260095986,Film
1974,109,Juggernaut,Action,"Lester, Richard",361832400,Film
1987,120,"Good Morning, Vietnam",Comedy,"Levinson, Barry",227927165,Film
1945,94,Blood on the Sun,Drama,"Lloyd, Frank",458863600,Film
1969,161,Paint Your Wagon,Music,"Logan, Joshua",356700357,Film
1964,105,Ensign Pulver,Comedy,"Logan, Joshua",293514336,Film
1976,92,Street People,Action,"Lucidi, Maurizio",403354469,Film
1984,83,"Manhunt, The",Action,"Ludman, Larry",208076205,Film
1987,85,Operation Nam,War,"Ludman, Larry",171269535,Film
1944,100,"Fighting Seabees, The",War,"Ludwig, Edward",264118201,Film
1988,75,Let It Rock,Drama,"Lynch, David",256271286,Film
1978,90,Eraserhead,Horror,"Lynch, David",362744280,Film
1955,87,"Ladykillers, The",Comedy,"Mackendrick, Alexander",371353001,Film
1957,97,Sweet Smell of Success,Drama,"Mackendrick, Alexander",264105545,Film
1971,88,And Now for Something Completely Different,Comedy,"MacNaughton, Ian",333011068,Film
1984,92,Crackers,Action,"Malle, Louis",191378330,Film
1991,89,Green Glove,Drama,"Mate, Rudolph",154802912,Film
1970,89,Menace on the Mountain,Action,"McEveety, Vincent",240797623,Film
1940,90,In Old California,Western,"McGann, William",196114570,Film
1967,85,"Thirty Is a Dangerous Age, Cynthia",Comedy,"McGrath, Joseph",609016565,Film
1980,99,Ffolkes,Action,"McLaglen, Andrew V.",307166834,Film
1970,111,Chisum,Western,"McLaglen, Andrew V.",243006126,Film
1990,135,"Hunt for Red October, The",Drama,"McTiernan, John",326706115,Film
1966,123,Closely Watched Trains,Drama,"Menzel, Jiri",265328738,Film
1973,91,Executive Action,Drama,"Miller, David",207515725,Film
1942,101,Flying Tigers,Action,"Miller, David",185260553,Film
1991,87,Father's Little Dividend,Comedy,"Minnelli, Vincente",179033791,Film
1982,92,An Evening with Robin Williams,Comedy,"Mischer, Don",245724603,Film
1987,90,Eddie Murphy Raw,Comedy,"Murphy, Eddie",166339890,Film
1989,118,Harlem Nights,Comedy,"Murphy, Eddie",332207671,Film
1973,93,Santee,Western,"Nelson, Gary",375740705,Film
1987,90,"Good Father, The",Drama,"Newell, Mike",215887717,Film
1971,115,Sometimes a Great Notion,Drama,"Newman, Paul",200512643,Film
1970,117,Catch Twenty-Two,Comedy,"Nichols, Mike",411006740,Film
1988,90,Dark Age,Action,"Nicholson, Arch",183097323,Film
1981,94,Deadline,Mystery,"Nicholson, Arch",214034224,Film
1935,60,Mysterious Mr. Wong,Mystery,"Nigh, William",331503757,Film
1988,92,A Month in the Country,Drama,"O'Connor, Pat",170812526,Film
1990,97,"Prom Night III, The Last Kiss",Horror,"Oliver, Ron",350448145,Film
1990,,"Blood in, Blood Out",Drama,"Olmos, Edward James",198520934,Film
1989,94,"Wrong Arm of the Law, The",Comedy,"Owen, Cliff",402254384,Film
1987,116,Orphans,Drama,"Pakula, Alan J.",321457747,Film
1976,139,All the President's Men,Drama,"Pakula, Alan J.",148336445,Film
1987,73,J-Men Forever,Action,"Patterson, Richard",300157638,Film
1969,144,"Wild Bunch, The",Western,"Peckinpah, Sam",164112721,Film
1988,92,Judgement in Berlin,Drama,"Penn, Leo",187134117,Film
1993,,"Hot Line, The",Comedy,"Perier, Etienne",351583407,Film
1988,100,Rocket Gibraltar,Drama,"Petrie, Daniel",274325949,Film
1975,112,"Yakuza, The",Action,"Pollack, Sydney",300854823,Film
1972,116,Jeremiah Johnson,Drama,"Pollack, Sydney",186797986,Film
1970,112,Burn!,Drama,"Pontecorvo, Gillo",292817898,Film
1973,122,Magnum Force,Action,"Post, Ted",261317921,Film
1989,86,Cyborg,Action,"Pyun, Albert",170458922,Film
1979,108,"Prisoner of Zenda, The",Comedy,"Quine, Richard",222446882,Film
1983,86,Scream,Horror,"Quisenberry, Byron",332500002,Film
1986,140,"Assault, The",Drama,"Rademakers, Fons",193921372,Film
1951,102,Flying Leathernecks,Action,"Ray, Nicholas",203553311,Film
1985,92,What Comes Around,Drama,"Reed, Jerry",205668210,Film
1980,123,Mon Oncle D'Amerique,Comedy,"Resnais, Alain",211468235,Film
1972,92,"Culpepper Cattle Company, The",Western,"Richards, Dick",145710347,Film
1983,102,"Survivors, The",Comedy,"Ritchie, Michael",293503354,Film
1984,96,Roadhouse Sixty-Six,Action,"Robinson, John Mark",352927224,Film
1991,60,"Burning Poles, Cecil Taylor in Performance",Music,"Rochlin, Sheldon",351723989,Film
1987,98,Russkies,Action,"Rosenthal, Rick",225508210,Film
1990,96,My Blue Heaven,Comedy,"Ross, Herbert",173959438,Film
1990,103,Altered States,Science Fiction,"Russell, Ken",240031274,Film
1972,128,"Cowboys, The",Western,"Rydell, Mark",209838559,Film
1985,95,"Code Name, Emerald",Drama,"Sanger, Jonathan",365551694,Film
1970,170,Patton,War,"Schaffner, Franklin J.",171685792,Film
1969,123,Midnight Cowboy,Drama,"Schlesinger, John",311312624,Film
1985,131,"Falcon & the Snowman, The",Drama,"Schlesinger, John",220889446,Film
1976,112,Maitresse,Drama,"Schroeder, Barbet",207725639,Film
1987,86,Disorderlies,Comedy,"Schultz, Michael",392000694,Film
1991,,Raging Bull,Drama,"Scorsese, Martin",242875078,Film
1991,60,Garrison Keillor's Home,Comedy,"Sevush, Herb",177841558,Film
1938,55,Overland Stage Raiders,Western,"Sherman, George",177313795,Film
1938,55,Pals of the Saddle,Western,"Sherman, George",219851172,Film
1982,92,Alone in the Dark,Horror,"Sholder, Jack",363889678,Film
1971,109,"Beguiled, The",Drama,"Siegel, Don",250821495,Film
1979,112,Escape from Alcatraz,Drama,"Siegel, Don",228738393,Film
1948,88,Criss Cross,Drama,"Siodmak, Robert",136771683,Film
1976,132,Midway,War,"Smight, Jack",214215889,Film
1990,126,Indiana Jones & the Last Crusade,Action,"Spielberg, Steven",210888950,Film
1993,90,Duel,Mystery,"Spielberg, Steven",161459297,Film
1991,193,Separate but Equal,Drama,"Stevens, George, Jr.",351496066,Film
1924,123,Gosta Berling's Saga,Drama,"Stiller, Mauritz",140552359,Film
1986,120,Platoon,Drama,"Stone, Oliver",353284621,Film
1963,89,"Crawling Hand, The",Science Fiction,"Strock, Herbert L.",381545846,Film
1971,100,Willy Wonka & the Chocolate Factory,Music,"Stuart, Mel",168423227,Film
1971,88,Joe Kidd,Western,"Sturges, John",256697520,Film
1985,104,"Santa Claus, The Movie",Comedy,"Szwarc, Jeannot",309979994,Film
1938,96,Boys Town,Drama,"Taurog, Norman",491730089,Film
1990,59,"Erasure, Live Wild!",Music,"Taylor, Gavin",222104681,Film
1982,150,A Question of Honor,Drama,"Taylor, Jud",363204635,Film
1947,61,Check Your Guns,Western,"Taylor, Ray",167739961,Film
1947,56,West to Glory,Western,"Taylor, Ray",191502426,Film
1937,60,"Throwback, The",Western,"Taylor, Ray",215294342,Film
1992,54,Border Feud,Action,"Taylor, Ray",183936074,Film
1947,58,"Fighting Vigilantes, The",Western,"Taylor, Ray",276144750,Film
1947,53,Law of the Lash,Western,"Taylor, Ray",198636868,Film
1949,66,Outlaw Country,Western,"Taylor, Ray",176104344,Film
1992,53,Return of the Lash,Action,"Taylor, Ray",219103655,Film
1937,60,Mystery of the Hooded Horsemen,Western,"Taylor, Ray",147934180,Film
1937,60,Tex Rides with the Boy Scouts,Western,"Taylor, Ray",245676146,Film
1949,59,Shadows of the West,Western,"Taylor, Ray",362000072,Film
1991,102,Instant Karma,Comedy,"Taylor, Roderick",216614388,Film
1957,73,Time Lock,Drama,"Thomas, Gerald",197101678,Film
1953,79,Appointment in Honduras,Drama,"Tourneur, Jacques",250849789,Film
1982,136,Danton,Drama,"Wajda, Andrzej",275698039,Film
1960,164,"Alamo, The",Action,"Wayne, John",454627263,Film
1986,91,"La Chevre, (The Goat)",Drama,"Veber, Francis",246999039,Film
1985,109,Les Comperes,Comedy,"Veber, Francis",235666219,Film
1990,128,Dead Poets Society,Drama,"Weir, Peter",192669715,Film
1952,93,"Othello, The Lost Masterpiece",Drama,"Welles, Orson",195702963,Film
1949,119,"Battleground, The",War,"Wellman, William",386600138,Film
1976,176,Kings of the Road (In the Course of Time),Drama,"Wenders, Wim",216485654,Film
1990,98,Hiroshima,Drama,"Werner, Peter",187281115,Film
1982,111,"Return of Martin Guerre, The",Drama,"Vigne, Daniel",204681899,Film
1956,97,Somebody up There Likes Me,Drama,"Wise, Robert",160846332,Film
1955,57,Jack Benny Show,Comedy,,140795793,Film
1962,182,Mutiny on the Bounty,Action,,212874864,Film
1989,,"Death Valley Days, Deadly Decision",Western,,220673217,Film
1986,60,Monty Python's Flying Circus,Comedy,,173567581,Film
1986,60,"Monty Python's Flying Circus, Vol 1.",Comedy,,109713132,Film
1986,59,"Monty Python's Flying Circus, Vol 2.",Comedy,,177378645,Film
1986,58,"Monty Python's Flying Circus, Vol 3.",Comedy,,171844840,Film
1990,,Valkenvania,Comedy,,152266007,Film
1982,101,"Secret Policeman's Other Ball, The",Comedy,,172989651,Film
1981,127,"Taming of the Shrew, The",Drama,,108423749,Film
1964,,From Russia with Love,Action,,212385533,Film
1993,108,"Offence, The",Mystery,,125856180,Film
1992,60,Hollywood Mavericks,Comedy,,165335153,Film
1990,60,Live at Harrah's,Comedy,,108185706,Film
1992,52,"Persuaders, The Overture, The",Mystery,,216601214,Film
1977,255,Nineteen Hundred,Drama,,183954145,Film
1989,90,"Van, The",Comedy,,213928762,Film
1972,15,My Country Right or Wrong,War,,193355800,Film
1991,,"Clint Eastwood Collection, The",Western,,226945087,Film
1991,,"Complete Dirty Harry, Magnum Force, The",Action,,132440069,Film
1992,92,"Dead Pool, The",Action,,268426634,Film
1992,163,"Good, the Bad & the Ugly, The",Western,,185382813,Film
1959,60,"Rawhide, Premiere Episode",Western,,352333929,Film
1992,118,Tightrope,Mystery,,238235719,Film
1987,95,Hearts of Fire,Drama,,397044390,Film
1992,165,How the West Was Won,Western,,218791811,Film
1992,,"Mummy's Hand, The",Mystery,,329398046,Film
1993,88,Great White Death,Action,,176885658,Film
1986,119,"Mosquito Coast, The",Drama,,224834564,Film
1993,102,Today We Kill....Tomorrow We Die,Western,,212742720,Film
1991,,Tormenta Sobre Arizona,Drama,,337580051,Film
1989,116,Back to the Future II,Comedy,,352194034,Film
1959,60,"Maverick, Duel at Sundown",Western,,176070171,Film
1983,,Shakespeare Series,Drama,,177502387,Film
1973,105,Deadly Trackers,Western,,192306508,Film
1992,72,"American Film Institute, Alfred Hitchcock",Mystery,,181489203,Film
1990,,A Married Man,Drama,,321669741,Film
1982,208,Othello,Drama,,223664608,Film
1975,85,"Only Way Home, The",Drama,,174463257,Film
1953,120,Tales of Tomorrow,Horror,,157563598,Film
1991,128,Inherit the Wind,Drama,,185400345,Film
1990,45,This Is Horror,Horror,,152036382,Film
1992,112,Conversation Piece,Drama,,232722935,Film
1992,105,"Crimson Pirate, The",Action,,181001478,Film
1992,83,"Devil's Disciple, The",Mystery,,267045765,Film
1992,166,"Hallelujah Trail, The",Drama,,415686217,Film
1992,133,"Train, The",Action,,164433867,Film
1986,49,Jay Leno: The American Dream,Comedy,,180613824,Film
1990,92,Primal Rage,Mystery,,207039844,Film
1990,50,"Industrial Symphony, The Dream of the Broken-Hearted",Music,,335260290,Film
1986,52,Howie Mandel's North American Watusi Tour,Comedy,,174804407,Film
1989,90,"Branford Marsalis, Steep",Music,,162738726,Film
1991,98,L. A. Story,Comedy,,306941670,Film
1986,60,Steve Martin Live!,Comedy,,155430335,Film
1974,60,"Steve Martin, The Funnier Side of Eastern Canada",Comedy,,389681935,Film
1993,,"Runaway Barge, The",Action,,274470394,Film
1992,101,Romulus & the Sabines,Action,,173046663,Film
1989,,"Saint, The",Mystery,,214945591,Film
1983,91,Strange Brew,Comedy,,352794081,Film
1990,98,Another Forty-Eight Hours,Action,,149705852,Film
1989,,"Best of Eddie Murphy, Saturday Night Live, The",Comedy,,213719942,Film
1991,99,What about Bob?,Comedy,,235483004,Film
1953,91,"Mummy's Revenge, The",Horror,,179179718,Film
1992,121,Harper,Mystery,,232617430,Film
1992,102,"Left Handed Gun, The",Western,,403449830,Film
1989,,Once upon a Wheel,Action,,321788219,Film
1992,136,"Prize, The",Drama,,348319861,Film
1968,,"Secret War of Harry Frigg, The",Comedy,,176997168,Film
1990,,"Two Jakes, The",Mystery,,306515884,Film
1989,61,Exile in Concert,Music,,190400157,Film
1987,60,Joe Piscopo New Jersey Special,Comedy,,151826547,Film
1991,60,"Joe Piscopo Video, The",Comedy,,411002906,Film
1989,,"Death Valley Days, No Gun Behind His Badge",Western,,244232688,Film
1988,96,Salsa: The Motion Picture,Drama,,237202299,Film
